email,frequency
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2253,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4784,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1076,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4255,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1307,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1613,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1443,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4122,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4147,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2332,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4809,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1816,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2363,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2304,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1598,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4724,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\328,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1812,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1999,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1570,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3939,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\761,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1069,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\226,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\329,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1475,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2224,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1647,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\728,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4080,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1465,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4400,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1122,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\470,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\242,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2293,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\444,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2467,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4492,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4545,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2087,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4688,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1965,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2361,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1880,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1422,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1949,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\390,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1209,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\521,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2334,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1845,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\481,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1325,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1154,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\298,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4338,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1343,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\555,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\693,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2383,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2398,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4796,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1625,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4440,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\985,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1797,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\353,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4639,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1862,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\79,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2365,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2088,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\801,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4588,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1181,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1216,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\936,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4581,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3989,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1415,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1960,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1886,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4000,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2518,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1314,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\83,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1936,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4528,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1673,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4533,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4309,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\460,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1075,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\698,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1759,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1168,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4104,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\519,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\621,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2269,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1138,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\948,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4093,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\354,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4406,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\918,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2231,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3919,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2047,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1979,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4819,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2009,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\446,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\729,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2454,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2423,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2108,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4790,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\594,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2317,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\438,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1367,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\475,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1050,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2188,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2201,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4635,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4680,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4804,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1054,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2101,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4553,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3935,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4307,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\57,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\980,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2145,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\599,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\990,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1963,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\739,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1997,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\611,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4770,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1329,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\233,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2205,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1064,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1576,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4233,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1945,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\869,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\279,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\434,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2409,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1800,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2357,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1701,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2142,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2562,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2066,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4715,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1482,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4222,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4813,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4068,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2530,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\349,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1491,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1136,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1866,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2407,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4347,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1725,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4069,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\68,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\340,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2110,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2469,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4512,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1035,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4733,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3923,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\769,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1551,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\572,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1031,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\723,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2480,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4694,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\660,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1650,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1970,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4463,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1167,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\706,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4622,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1748,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1826,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2396,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\752,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1437,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1930,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4589,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4574,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4254,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2546,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4726,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1233,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2002,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1847,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1699,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4224,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1714,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\672,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\938,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\227,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2531,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2168,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4835,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1910,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1588,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\161,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2506,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1503,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2011,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\96,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\239,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4779,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2176,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1072,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2126,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4158,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1774,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\37,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\848,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1059,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1371,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\732,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\716,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4189,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2353,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1994,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4223,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1788,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\355,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1107,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1128,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4654,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\704,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\28,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1557,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2344,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1553,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4148,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1953,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4772,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\7,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1004,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1602,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1018,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\29,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1229,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2432,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4781,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1359,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1818,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1394,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4311,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2099,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\406,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1309,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4723,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4277,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\87,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4384,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\260,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1817,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\502,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\537,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2362,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\719,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\429,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2097,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4731,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2003,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1741,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2403,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\487,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\671,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\247,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1589,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1558,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\65,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1061,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1165,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1414,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1722,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4407,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\347,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2397,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1791,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\377,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2134,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\292,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1914,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1424,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1226,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\271,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4460,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4488,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2008,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1514,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2062,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4160,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2516,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1089,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1685,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\567,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\204,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4508,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\935,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3912,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4565,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\606,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2068,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\494,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1768,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1436,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1202,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1096,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\30,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1221,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2571,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\843,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4412,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1065,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4686,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\690,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\793,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4041,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2184,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\327,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\995,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\558,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1956,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2240,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4771,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1184,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\291,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\682,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4554,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4787,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\648,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\730,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1698,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\294,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2183,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4182,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2388,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1346,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\165,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\765,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\138,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2277,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1262,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1890,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1520,0
