email,frequency
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2100,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2338,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4818,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1732,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4817,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1260,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\523,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4718,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2558,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2421,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\673,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1245,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4631,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1265,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1587,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\895,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2428,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1214,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2373,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2542,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1420,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2302,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4555,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\570,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1213,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1793,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4725,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\647,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\286,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2150,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\303,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\583,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1135,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4621,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4615,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2035,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\797,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4209,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1677,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\592,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4486,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1893,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1435,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4196,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1742,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\821,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1935,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1467,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\158,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2513,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\120,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1864,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2300,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2026,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1713,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1171,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\996,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\461,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\744,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4244,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2000,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\873,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2195,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1590,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2492,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4522,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2151,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1198,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4355,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4090,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1738,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\485,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1274,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1172,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4213,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4079,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1796,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4670,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\796,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1771,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4461,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\318,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\667,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2262,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4082,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4021,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\277,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\659,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\694,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4099,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4192,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1187,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4075,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\618,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2427,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1339,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\243,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4583,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4591,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1028,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1811,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1937,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4634,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1754,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\695,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2123,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\654,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3924,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2503,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\539,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1505,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1593,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4310,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\883,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\666,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\454,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4669,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1067,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\395,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\658,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\607,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\921,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4343,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1720,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1014,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4445,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1630,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4613,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4700,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4057,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1341,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1888,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4169,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1572,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2206,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4759,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2461,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1001,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4284,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1860,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4645,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2458,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2083,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4260,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\965,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\901,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2186,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2358,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4175,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\27,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4433,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1013,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\624,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1073,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1009,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1691,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3917,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3964,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1384,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\640,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4295,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2080,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\603,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4044,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2296,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4610,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\402,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\800,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1080,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4207,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1762,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4627,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4498,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2082,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\721,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1959,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4212,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1879,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1964,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4292,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4168,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1174,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4709,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4163,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4215,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3940,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\58,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\809,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1865,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4102,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1087,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4636,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1453,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\871,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\376,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2199,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\297,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2236,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2042,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2172,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1663,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1161,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2225,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1891,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1191,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1894,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1178,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1995,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2180,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1376,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\465,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2021,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2410,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1656,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4067,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2171,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1225,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\587,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1158,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4028,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2084,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2415,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\269,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2265,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1517,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1577,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1743,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\949,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\23,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1542,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1108,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1985,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1854,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1163,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1484,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\386,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2459,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1668,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2052,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1441,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4216,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4500,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4474,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4009,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1081,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1948,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1279,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1106,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4629,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2114,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1321,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1336,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\890,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4443,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1919,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4382,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4354,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1311,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\577,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1599,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\911,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2315,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\194,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4524,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4120,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4341,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4702,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2073,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\691,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\200,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1719,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4470,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2065,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1200,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1877,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\712,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1637,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4119,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1413,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1510,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\684,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\571,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\167,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\238,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1540,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4048,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1939,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4094,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1957,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4050,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4423,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1234,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4624,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\616,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\357,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4719,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4427,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4755,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1933,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\299,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2156,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2482,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\263,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2135,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\119,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1068,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\794,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4063,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1641,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1822,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4411,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\830,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\394,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\464,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2228,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4656,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4053,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1908,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\257,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1227,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2140,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\903,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1878,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4321,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1855,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\760,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1301,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\312,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\266,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1006,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2248,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1330,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\412,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1998,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1344,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1652,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1626,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1495,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4304,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\265,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\929,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4696,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1194,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\162,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4012,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1291,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2167,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\920,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\59,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1543,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\211,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4626,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\971,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2121,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\700,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1773,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2512,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1612,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1844,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\159,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\175,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4768,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4684,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2552,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1236,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\452,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\75,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2149,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1848,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1273,0
